"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.98832660369619,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744,0.105269541255744
"2",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.987787682239955,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951,0.0175024221658951
"4",0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.983774902222315,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119,0.0695969927459119
"5",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923,0.019132006751923
"6",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135,0.0820944468489135
"7",0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.98992472309355,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239,0.024409668712239
"8",0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.989513992191168,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642,0.0143346937111642
"9",0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.988733805718049,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405,0.0330192306408405
"10",0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155,0.0230233082631155
