"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",4.97471902610339,5.0558951707353,4.98394329792678,4.8703698286971,4.47465348668871,4.28484803461643,4.44573596084437,4.56122567400206,4.60322573820293,4.61405259280275,4.61270642710782,4.60718006455907,4.60083905186167,4.59487753765155,4.59010315487083,4.58590397357021,4.58283341108161,4.58030348599209,4.57830276426205,4.57676705432481,4.57549243533709,4.57457206854497,4.57379608654654,4.57320581150601,4.57269840570097,4.57218696810445,4.57177647944917,4.57124691501431,4.570706531867,4.57014288868999,4.56951518090317,4.56870891805714,4.56782003004678,4.56666984129849,4.56538006441787,4.56390504223447,4.56203358847767,4.55978933554896,4.55631655214672,4.55704393257076
"2",4.66643423381043,4.34884890410165,5.11464749817384,4.897062242385,4.77293950598194,4.48296346291015,4.46505510840709,4.44261583185152,4.45369824297729,4.47957797308638,4.50741616053158,4.53221648569759,4.55323024811087,4.57090535369919,4.58580779114414,4.59856710008551,4.60944323383942,4.61877256374116,4.62689448221533,4.6337802914061,4.63965080276804,4.64468299547024,4.64874373551497,4.65210284479293,4.65451048892883,4.65631221993018,4.65794390580052,4.65913020072862,4.65911028419194,4.65854823867092,4.65758083535175,4.65601828870048,4.65389420042427,4.65111837917401,4.64771531898096,4.6435381875575,4.63849229472023,4.63222166637062,4.62431539989484,4.62403937840255
"3",4.65257754542543,4.36324736019069,4.53467048327112,4.84034845829551,4.89732839318544,5.15517793852268,4.50811731836503,4.6495779052792,4.68887797539337,4.67459735842597,4.6478450494652,4.62329983390019,4.60410960936796,4.5903744162827,4.58103633126466,4.57485058349717,4.57088113848885,4.56822130025641,4.5669772250618,4.56681935681998,4.5667528477565,4.56668825411335,4.56708853494515,4.56807117345771,4.56849700538203,4.56898990163844,4.56933657857435,4.56964163204136,4.56985415578167,4.56975569011103,4.5696570426394,4.56934691190609,4.56888174920983,4.56832435701745,4.56738601424045,4.56731716266436,4.56581671944582,4.56429512653296,4.56082186233238,4.56436211916079
"4",4.73295634642574,4.9891016003638,4.59019444662269,4.62428059876875,5.1057863590775,4.55621840371237,4.64975852344235,4.72046332936856,4.71621650884475,4.68849771276918,4.6591843325813,4.6343195118487,4.61551197655859,4.60214625963361,4.59308211122955,4.58740311340621,4.58427228835588,4.58311807712034,4.58341615503393,4.58452252208942,4.58637716762753,4.58879536261124,4.59139844677697,4.59412550925998,4.5969066184437,4.59958332097299,4.60199810836849,4.60425878408431,4.60627979972388,4.60796533407582,4.60927744225457,4.61011229447239,4.61039498040125,4.61017356360533,4.60928585334205,4.60761183986065,4.60499209121627,4.60082874942816,4.59470241700867,4.60529140700725
"5",4.81337958188381,4.76106717816924,5.03403866267558,4.50355388456875,4.15041950980557,4.95718128344583,5.01003039060244,4.95031774181349,4.88879948330632,4.81398151010966,4.74367722935032,4.68704754361751,4.64489572184335,4.61457334165924,4.59373380819153,4.57946073009527,4.57014053338838,4.56443411064254,4.56118342810109,4.5593952018786,4.55888670332771,4.55908608025598,4.56050955693851,4.56202206469324,4.56342086619586,4.56554171351652,4.56788230412902,4.57031615930625,4.57305972587898,4.57557296838096,4.57831427552208,4.58105837682272,4.58370758084561,4.58640205254846,4.5889085584347,4.59122159483459,4.59322117458405,4.59475548264623,4.59603942006754,4.6153846427923
"6",4.70901422451392,4.78289872714576,5.24526237500558,5.03857171128885,4.42549098782243,4.64030381603417,4.57946251172841,4.54402293597393,4.53819429975755,4.54226096609406,4.54681125658276,4.55128524373812,4.55578379750338,4.56097447645845,4.56652578242599,4.572890303536,4.57920889080208,4.58559885714461,4.59180428969452,4.59798375464855,4.60406373072272,4.60954102968365,4.61443561773777,4.61901567488036,4.6231349045965,4.62681501811563,4.62990466539104,4.63216464165387,4.63386578792724,4.63526233833317,4.63603226800846,4.63588619525645,4.63484031701057,4.63332472656945,4.63124941769721,4.62755619356825,4.62211354698691,4.61493075649056,4.60478348920165,4.61226264782221
"7",4.8923425794582,4.79668291268895,4.57246374016157,3.91339474754849,4.23705672019483,4.04172992240072,4.61496352561083,4.76001435046254,4.89463301057651,4.79500068850071,4.68238413041068,4.63917385237014,4.6205958503562,4.61134838654642,4.60642176790011,4.60398704628301,4.60309987772589,4.60282019069492,4.60293704000967,4.6032405846137,4.60355552784885,4.60386847970004,4.6040189778663,4.60398551763043,4.60371003930046,4.60318289946183,4.60241041855453,4.60135662603597,4.60000782301824,4.59836509187812,4.5963519129423,4.59400372325717,4.59121785883842,4.58799417175788,4.5842905871798,4.57988818016987,4.57472248845543,4.56844385917307,4.56128902711243,4.53801030662643
"8",5.09520428215345,5.14828819599085,4.81909168041166,4.33175507376966,5.06955777348632,4.63138231204593,4.59651685968966,4.54152722861909,4.51433172659353,4.50891424562016,4.51458320675037,4.52470289178583,4.5356870351296,4.54604580141111,4.55530736880919,4.56303955822016,4.56982109500588,4.57503808497657,4.57957141538557,4.58311671446391,4.58584997221044,4.58846967150228,4.59024005625988,4.59174269583195,4.59295802878533,4.59367687656372,4.5944501411527,4.59492468550299,4.59488311710543,4.59505490680345,4.59539114190731,4.59518759127652,4.59462728883195,4.59401531271769,4.59317546658945,4.59207979705344,4.59083325227687,4.58809887175513,4.58586723777615,4.58450953980176
"9",5.15309622410697,4.87760907116518,4.43578376797941,4.54091350350904,4.11534683650742,4.96958795246932,5.54108460854045,5.76769560028298,5.87180838943845,5.6852723314018,4.39890256108034,4.10824405405344,4.27056519854373,4.41910713143233,4.51722174370549,4.5783899500815,4.61496503160079,4.63679924464118,4.64822268972734,4.65225476629605,4.65255957144566,4.64965367357799,4.64549485641062,4.63887077134935,4.63217676457424,4.62485059576763,4.61835725447725,4.61017634255127,4.60328845401524,4.59610775378106,4.58910226951451,4.58137419321176,4.57716850150888,4.57030857705898,4.56307427273303,4.55747772084708,4.55163676561249,4.54953213306313,4.5456009887574,4.5286683374645
"10",4.99784256960952,4.78662209333645,4.9751472513976,5.15680803745022,5.13453702570193,4.62071528924979,5.14234980004628,5.23223551671745,4.73784260273438,4.57119452211211,4.51818973255514,4.50598385072296,4.50887604198589,4.51703523314105,4.52662038558745,4.53578038911475,4.54401810759351,4.55101148664472,4.55685835920485,4.56157700263123,4.5652874948378,4.56811132343865,4.57061037717381,4.57250255338175,4.57333476907653,4.57356761667815,4.57350376700416,4.57326612364718,4.5727542250879,4.57186905064354,4.57077941596836,4.56978150937846,4.56829880834326,4.56704565982224,4.56535259796083,4.56328947433008,4.56116566432396,4.55879842257348,4.55616244473336,4.53760960637904
