ID	hapA	hapAC	hapB	gi|442557142|gb|KC207415.1|	gi|442557140|gb|KC207414.1|	gi|197116101|dbj|AB367833.1|	gi|156637303|gb|EU039782.1|	gi|156637025|gb|EU039504.1|	gi|156636941|gb|EU039321.1|	gi|156636846|gb|EU039226.1|	gi|156636750|gb|EU039130.1|	gi|156636655|gb|EU039035.1
10000	0.0	0.4403952057013282	0.12538989394884592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10001	0.016292652935751613	0.35799319727891155	0.08633811603243918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10002	0.6919766369505073	0.1382005183025591	0.10551644238481418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10003	0.0	0.2027048914804017	0.01752072007842438	0.0	0.45021319287684974	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10004	0.5321241930525669	0.3598153547133139	0.0576240976740041	0.0	0.06746927514421872	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10005	0.5843836458653551	0.2934483317136378	0.08293378486765886	0.0	0.05869074492099323	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10006	0.0	0.3956916099773243	0.06250779787897692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10007	0.26314171533968644	0.012674117265954	0.05266910257552803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10008	0.0233630494927759	0.11839974084872044	0.07539434987968986	0.0	0.0218209179834462	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10009	0.02182600676298801	0.10932944606413994	0.07847785402370555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10010	0.05748539809406702	0.18217525105280208	0.0978522413332145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10011	0.027974177682139563	0.17346938775510204	0.08897602709205953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10012	0.5644020903781125	0.11208292840945902	0.055663488102664645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10013	0.556716876729173	0.2777777777777778	0.0597807682024775	0.0	0.03937797842989717	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10014	0.6083615124500461	0.11269031422092647	0.06400499064254522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10015	0.05502612972640639	0.15387107223841917	0.07796096604580698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10016	0.45434983092529974	0.01020408163265306	0.05313251938329917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10017	0.64340608668921	0.006114350502105604	0.03083504144015685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10018	0.700891484783277	0.48477486232588274	0.09148917208804919	0.0	0.0782543265613243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10019	0.7694435905318168	0.5860463232912213	0.08607076018180197	0.0	0.6137446701780788	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10020	0.8220104518905625	0.3167719468739877	0.09685411282416898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10021	0.08730402705195205	0.6718496922578555	0.14381962391943676	0.0	0.07750188111361926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10022	0.7811251152782047	0.29146420472951085	0.11662062204794582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10023	0.8349216108207809	0.07689504373177843	0.12615631405400587	0.0	0.08929019312766491	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10026	0.5142944973870274	0.18768221574344024	0.12895463862400855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1002	0.7746695358130956	0.23040168448331713	0.11886641119329829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1006	0.8290808484475869	0.30425979915775836	0.15510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1061	0.06978173993237012	0.6908406219630709	0.14863202923090635	0.0	0.0782543265613243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062	0.8069474331386413	0.33450761256883704	0.10731663844577133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1063	0.08607439286812173	0.7028263686426952	0.15012922199447465	0.0	0.07750188111361926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1066	0.05041500153704273	0.6292112082928409	0.13948845913911417	0.0	0.042136945071482315	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1070	0.8367660620965263	0.3875121477162293	0.10940201408074146	0.0	0.06144971156257838	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1074	0.7691361819858592	0.7303206997084548	0.1747437839764727	0.0	0.07750188111361926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
108	0.05318167845066093	0.6744007126660188	0.17092950717404864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1137	0.8367660620965263	0.2648607061872368	0.13079048213171732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1158	0.835536427912696	0.5738986070618723	0.1730327065323946	0.0	0.12816654125909205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1166	0.8321549339071627	0.5884353741496599	0.17510025844398894	0.0	0.07800351141208929	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1254	0.8060252075007686	0.5421930677032718	0.11394706354157383	0.0	0.07800351141208929	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1257	0.8699661850599447	0.6143909944930354	0.14294626147402192	0.0	0.07750188111361926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1303	0.7986474023977866	0.6374716553287982	0.19536583192228857	0.0	0.07750188111361926	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1313	0.9096218874884722	0.14593456430191123	0.1299349434096783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1317	0.8920996003688902	0.29454162617427926	0.11990018714909545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	0.05379649554257608	0.656584062196307	0.15957579538365566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14312	0.8300030740854596	0.2568027210884354	0.15510204081632653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14313	0.8856440209037811	0.11839974084872044	0.08929685411282418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14314	0.8180141407931141	0.06750080984774863	0.10118527760449157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14315	0.8739624961573932	0.06899902818270165	0.09596292665537831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14318	0.8346142022748232	0.199060576611597	0.13583459584707244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14319	0.8982477712880418	0.06316812439261418	0.09631940112289457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1435	0.8044881647709806	0.022756721736313573	0.04500490152392835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1552	0.8232400860743929	0.19792678976352446	0.1435700917921754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15560	0.1650783891792192	0.35119047619047616	0.14754478210498173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15591	0.8373808791884414	0.08989310009718172	0.1437305053025577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15592	0.7835843836458654	0.2668043407839326	0.1298280010694234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15593	0.048263141715339686	0.7500404923874312	0.1916228500133678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	0.8204734091607747	0.26469873663751214	0.1406113537117904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1612	0.06209652628343068	0.6212342079689018	0.21500757508243473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1622	0.06209652628343068	0.5908649173955296	0.18764815970056145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1651	0.0	0.6358519598315516	0.21748507263167274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1652	0.0	0.6491739552964043	0.20951786828268426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1676	0.0	0.641642371234208	0.2203546920951787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1684	0.0	0.6005021056041464	0.17834417609838696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1739	0.0	0.5742225461613216	0.17734604758934142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1741	0.0	0.5570132815030774	0.16349701452633456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1756	0.0	0.6183187560738581	0.1940290526691026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1757	0.0	0.6389698736637512	0.2228143659210409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1793	0.0	0.6834710074505993	0.22850013367792532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1797	0.0	0.6223275024295433	0.2127974333838339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1819	0.0	0.6404680919987042	0.21621958827199003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1820	0.06148170919151552	0.6219225785552316	0.19894840032082703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1829	0.12296341838303104	0.5885973436993845	0.1788075929061581	0.0	0.05016302984700276	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1834	0.0	0.6424117265954	0.21345691114873896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1835	0.0	0.6376336248785228	0.20101595223242136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18509	0.0	0.6291707159054097	0.1803226093931022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18510	0.8588994774054719	0.21833495302883058	0.1603422154888156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18511	0.8140178296956655	0.22436831875607385	0.15948667676677658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18512	0.796188134030126	0.13087139617751864	0.17041261919615008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18513	0.8293882569935445	0.26810009718172984	0.10881383120933963	0.0	0.044645096563832455	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18514	0.0	0.43363297700032394	0.08284466625077978	0.0	0.6947579633809882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18515	0.0	0.46586491739552965	0.10220122983691293	0.0	0.6947579633809882	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18516	0.8170919151552413	0.22210074505992874	0.1441226272168256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1851	0.0	0.6566650469711695	0.23851706621513233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1852	0.0	0.5982750242954324	0.21500757508243473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1853	0.0	0.562358276643991	0.15415738347740843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18694	0.07900399631109745	0.3624068675089083	0.14836467338026915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18696	0.170304334460498	0.3351149983803045	0.12196773906068978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1872	0.05287426990470335	0.5687560738581147	0.1676142946261474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1890	0.8001844451275746	0.20011337868480725	0.10954460386774797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1925	0.6778358438364587	0.09151279559442825	0.16362178058996524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1942	0.0	0.5789196631033365	0.16754299973264414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1943	0.0	0.593942338840298	0.16431690580162195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1954	0.754687980325853	0.0857628765792031	0.13276891542643257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19949	0.9185367353212419	0.39160187884677683	0.18269316460208537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19950	0.8718106363356901	0.3926951733074182	0.181106853221638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19951	0.9016292652935751	0.391156462585034	0.1894661794848944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2016	0.0	0.6741577583414318	0.1491310934854291	0.0	0.0782543265613243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2017	0.059944666461727636	0.5971007450599287	0.190553426610819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2031	0.0	0.5873015873015873	0.18468942162017646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2053	0.0	0.6526158082280531	0.23648516175028964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2057	0.0	0.6385649497894396	0.2106585865787363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2081	0.0	0.5687965662455459	0.17117903930131004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2091	0.0	0.5632896015549077	0.16463773282238658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2106	0.0	0.6000566893424036	0.18859281703947955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2108	0.0	0.5925251052802073	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141	0.0	0.5981130547457079	0.18711344799928706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2159	0.0	0.5697278911564626	0.17631227163354424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2166	0.0	0.594914156138646	0.18094643971125568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2171	0.12665232093452197	0.6546404275996113	0.16567150877818376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2191	0.0	0.6396987366375122	0.23771499866322074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21999	0.0	0.031746031746031744	0.7019873451564032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22000	0.944666461727636	0.20084224165856818	0.331485607343374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22001	0.0	0.4662698412698413	0.18668567863826754	0.0	0.6987710057687484	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22002	0.0	0.4957482993197279	0.10412619196150076	0.0	0.6977677451718084	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22003	0.9231478635106056	0.3158811143505021	0.18035825683985385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22004	0.0919151552413157	0.7419825072886297	0.22789412708314766	0.0	0.06019563581640331	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22005	0.9296034429757147	0.19735989633948817	0.17461901791284198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22006	0.0	0.48550372529964364	0.09849389537474379	0.0	0.7000250815149235	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22007	0.0	0.062398769031422094	0.734444345423759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22008	0.0	0.03393262066731455	0.7040192496212458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22009	0.9332923455272056	0.2921525753158406	0.25163532661973087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22010	0.9240700891484783	0.1921768707482993	0.1939221103288477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22011	0.0	0.4961937155814707	0.33164602085375633	0.0	0.6992726360672185	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2202	0.7291730710113741	0.09216067379332686	0.15483468496568933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2212	0.0	0.5989633948817622	0.18898493895374743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2239	0.0	0.6328150307742144	0.22502450761964174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2240	0.04918536735321242	0.6240281827016521	0.21839408252383924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2276	0.0	0.49882572076449627	0.12246680331521255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2278	0.0	0.5953190800129575	0.14809731752963193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2285	0.0	0.6461370262390671	0.2093218073255503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2286	0.0	0.6571509556203434	0.22575528027805009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
