"","t","sigma","pop_size","inference_model","file","demography","replication","sample_size","mutation_rate","recombination_rate","chromosome_length"
"1",0,0.99,23149.0810817099,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"2",98.4072737749306,0.99,23149.0810817099,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"3",121.08250975664,0.99,22731.3926834612,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"4",148.982627061678,0.99,22731.3926834612,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"5",183.311555160276,0.99,23304.1088063979,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"6",225.550635789013,0.99,23304.1088063979,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"7",277.522544939122,0.99,26810.6747094343,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"8",341.469943900014,0.99,26810.6747094343,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"9",420.152253261648,0.99,38615.1713627245,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"10",516.964725810624,0.99,38615.1713627245,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"11",636.084956483675,0.99,54797.5651331613,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
"12",782.653151489981,0.99,54797.5651331613,"Free","results/esmc/demographic_scenario_21/rep_0.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,0,20,1e-08,1e-08,1e+06
