"","t","sigma","pop_size","inference_model","file","demography","replication","sample_size","mutation_rate","recombination_rate","chromosome_length"
"1",0,0.99,20119.1186354736,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"2",87.6050685236434,0.99,20119.1186354736,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"3",107.791234909177,0.99,20134.468560515,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"4",132.628745334632,0.99,20134.468560515,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"5",163.1893734575,0.99,21071.5562172835,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"6",200.791853547736,0.99,21071.5562172835,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"7",247.058785734203,0.99,23469.9874812209,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"8",303.986653492134,0.99,23469.9874812209,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"9",374.03197472509,0.99,28791.0501098882,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"10",460.217303982295,0.99,28791.0501098882,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"11",566.261659956755,0.99,33396.795745762,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"12",696.741006394917,0.99,33396.795745762,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"13",857.285711395814,0.99,24399.7468032044,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"14",1054.82350574736,0.99,24399.7468032044,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"15",1297.87842429515,0.99,35702.2345350732,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"16",1596.93863008615,0.99,35702.2345350732,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"17",1964.90899341855,0.99,23759.3778885321,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"18",2417.66795522305,0.99,23759.3778885321,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"19",2974.75270421715,0.99,34448.4892291976,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"20",3660.20223419425,0.99,34448.4892291976,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"21",4503.5946605606,0.99,32455.5913774563,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"22",5541.32355779376,0.99,32455.5913774563,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"23",6818.16839358669,0.98736891376456,38226.98431983,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"24",8389.2268261291,0.98736891376456,38226.98431983,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"25",10322.2922458829,0.99,43705.2831969034,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"26",12700.7791561381,0.99,43705.2831969034,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"27",15627.3226266512,0.989616987144372,43054.8404954106,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
"28",19228.2071418759,0.989616987144372,43054.8404954106,"Free","results/esmc/demographic_scenario_21/rep_5.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",21,5,20,1e-08,1e-08,1e+06
