"","t","sigma","pop_size","inference_model","file","demography","replication","sample_size","mutation_rate","recombination_rate","chromosome_length"
"1",0,0.989460316362785,32569.7202260349,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"2",143.011780721561,0.989460316362785,32569.7202260349,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"3",175.964892332422,0.972943508184072,32193.061628688,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"4",216.511137595345,0.972943508184072,32193.061628688,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"5",266.400144264419,0.988532229443007,34264.0278957627,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"6",327.78469344493,0.988532229443007,34264.0278957627,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"7",403.313615138822,0.99,40102.8092961352,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"8",496.24608900072,0.99,40102.8092961352,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"9",610.592282543565,0.99,46049.0510155149,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"10",751.286395531108,0.99,46049.0510155149,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"11",924.399577667203,0.99,45586.4378111735,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"12",1137.40190728094,0.99,45586.4378111735,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"13",1399.48473575792,0.99,52618.1453400015,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"14",1721.9573073352,0.99,52618.1453400015,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"15",2118.73476896428,0.99,28475.4384983192,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"16",2606.93862855701,0.99,28475.4384983192,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"17",3207.63557223582,0.99,45337.9116653871,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"18",3946.74652159639,0.99,45337.9116653871,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"19",4856.16515808736,0.99,34399.364150373,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"20",5975.13418041425,0.99,34399.364150373,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"21",7351.93868241834,0.961950246833022,38558.0582046833,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"22",9045.98972307796,0.961950246833022,38558.0582046833,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"23",11130.3879976207,0.00490671923387524,43944.6797891016,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"24",13695.0782357759,0.00490671923387524,43944.6797891016,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"25",16850.7304439088,0.333512396472579,37442.2058895834,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"26",20733.5154721143,0.333512396472579,37442.2058895834,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"27",25510.9809787382,0.317633430139129,38776.1900651056,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"28",31389.2813484937,0.317633430139129,38776.1900651056,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"29",38622.0735453515,0.0462830681322878,39503.8151667469,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"30",47521.4627688228,0.0462830681322878,39503.8151667469,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"31",58471.4702341613,0.226815572664553,39165.5573750473,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"32",71944.6042302267,0.226815572664553,39165.5573750473,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"33",88522.2495195601,0.0323368310394909,39037.8888008079,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"34",108919.754912085,0.0323368310394909,39037.8888008079,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"35",134017.301576676,0.0139602051045521,38424.3937539723,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"36",164897.88410184,0.0139602051045521,38424.3937539723,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"37",202894.043241922,0.0358130821118726,37899.006863751,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"38",249645.366932853,0.0358130821118726,37899.006863751,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"39",307169.240827478,0.00595703710234699,38345.4264907581,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"40",377947.901336007,0.00595703710234699,38345.4264907581,"Free","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Free.RDS",9,4,20,1e-08,1e-08,1e+06
"41",0,0.581191867372957,36766.3945058882,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"42",143.011780721561,0.581191867372957,36766.3945058882,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"43",175.964892332422,0.581191867372957,38934.7360270428,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"44",216.511137595345,0.581191867372957,38934.7360270428,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"45",266.400144264419,0.581191867372957,49061.8182540116,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"46",327.78469344493,0.581191867372957,49061.8182540116,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"47",403.313615138822,0.581191867372957,58119.6440914925,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"48",496.24608900072,0.581191867372957,58119.6440914925,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"49",610.592282543565,0.581191867372957,64118.9315346335,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"50",751.286395531108,0.581191867372957,64118.9315346335,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"51",924.399577667203,0.581191867372957,68217.7732997298,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"52",1137.40190728094,0.581191867372957,68217.7732997298,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"53",1399.48473575792,0.581191867372957,61515.9343392524,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"54",1721.9573073352,0.581191867372957,61515.9343392524,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"55",2118.73476896428,0.581191867372957,43477.013175437,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"56",2606.93862855701,0.581191867372957,43477.013175437,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"57",3207.63557223582,0.581191867372957,21477.6911079075,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"58",3946.74652159639,0.581191867372957,21477.6911079075,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"59",4856.16515808736,0.581191867372957,61309.6829461616,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"60",5975.13418041425,0.581191867372957,61309.6829461616,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"61",7351.93868241834,0.581191867372957,103724.746053949,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"62",9045.98972307796,0.581191867372957,103724.746053949,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"63",11130.3879976207,0.581191867372957,72670.9974791005,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"64",13695.0782357759,0.581191867372957,72670.9974791005,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"65",16850.7304439088,0.581191867372957,56332.1344896371,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"66",20733.5154721143,0.581191867372957,56332.1344896371,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"67",25510.9809787382,0.581191867372957,55416.2795243502,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"68",31389.2813484937,0.581191867372957,55416.2795243502,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"69",38622.0735453515,0.581191867372957,55661.2624061103,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"70",47521.4627688228,0.581191867372957,55661.2624061103,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"71",58471.4702341613,0.581191867372957,53633.8648759719,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"72",71944.6042302267,0.581191867372957,53633.8648759719,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"73",88522.2495195601,0.581191867372957,51643.3868064465,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"74",108919.754912085,0.581191867372957,51643.3868064465,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"75",134017.301576676,0.581191867372957,50920.9573001317,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"76",164897.88410184,0.581191867372957,50920.9573001317,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
"77",202894.043241922,0.581191867372957,50832.9976763991,"Constant","results/esmc/demographic_scenario_9/rep_4.nsam_20.mu_1e-8.r_1e-8.length_1e6.Constant.RDS",9,4,20,1e-08,1e-08,1e+06
