1	0	31
1	125	1154
1	1235	1315
1	1401	1607
1	1725	2012
1	2287	2367
1	3860	5059
1	7839	7961
1	8405	8992
1	9179	9292
1	9380	10141
1	14418	14543
1	14654	14842
1	15436	15671
1	15765	15882
1	15962	16078
1	16158	16304
1	16382	16456
1	16557	16625
1	16722	16840
1	16936	16993
1	17160	17270
1	17474	17558
1	17693	17790
1	17873	17965
1	18061	18108
1	18241	18417
1	19732	19822
1	20327	20544
1	20642	21195
1	21273	22173
1	22400	22573
1	22691	22921
1	23014	23181
1	23290	23405
1	23495	23647
1	23740	23883
1	24017	24668
1	28710	31292
1	31638	31739
1	31832	31903
1	32080	32139
1	32236	32470
1	32564	32698
1	32784	33005
1	33144	34786
1	34910	35135
1	35248	35603
1	35685	35879
1	35977	36195
1	36626	36925
1	42784	43260
1	43421	44524
1	45471	45911
1	46023	46133
1	47114	47200
1	47290	47327
1	47407	47488
1	47775	47881
1	47961	48117
1	48799	48891
1	49006	49126
1	49250	49292
1	49410	49613
1	49695	50481
1	51786	51903
1	51987	52110
1	52191	52872
1	53634	54296
1	56296	56958
1	57710	57909
1	57990	59364
1	60267	60614
1	60915	61123
1	61316	61616
1	64548	64562
1	64801	64977
1	65345	66052
1	66227	66286
1	67074	67334
1	67852	68055
1	68130	68235
1	68312	68532
1	68614	69732
1	75827	76345
1	76851	77097
1	77195	77265
1	77359	77436
1	77656	77732
1	77863	78010
1	80998	81366
1	81495	81584
1	81662	81771
1	81858	81921
1	82160	82306
1	82450	82533
1	83386	83637
1	84019	84063
1	84146	84214
1	84305	84405
1	84605	84697
1	84884	85023
1	85131	85240
1	87474	87507
1	87584	87751
1	87851	87936
1	88015	88188
1	94492	94810
1	94975	95049
1	95131	95165
1	95498	95576
1	95680	95769
1	95930	96005
1	96116	96194
1	96272	96400
1	96847	96945
1	97042	97128
1	97396	97542
1	97639	97731
1	98025	98076
1	98191	98302
1	98553	98722
1	99096	99205
1	99460	99539
1	99626	99668
1	99975	100091
1	101202	101597
1	101764	101916
1	102003	102215
1	102308	102397
1	102512	102628
1	102709	102978
1	103078	103234
1	103321	103398
1	103491	103591
1	103696	103866
1	103971	104045
1	104120	104227
1	104363	104698
1	105283	105288
1	105376	105436
1	105544	105845
1	105971	106115
1	106589	106599
1	107220	107280
1	107429	107497
1	107585	107700
1	107804	107866
1	108017	108094
1	108477	108797
1	108905	109026
1	109352	109487
1	109958	110068
1	110170	110243
1	110330	110501
1	110582	110743
1	110852	110959
1	111038	111346
1	111738	112017
1	112101	112615
1	112714	112731
1	113094	114146
1	115709	116179
1	116494	116614
1	116694	116942
1	117032	117185
1	117282	117807
1	121244	121406
1	121605	122203
1	122808	123764
1	124036	124174
1	124280	124827
1	125905	126462
1	127327	127510
1	127595	127785
1	127877	129621
1	129704	129842
1	129920	130280
1	130357	130447
1	130535	130619
1	130711	130866
1	130951	131007
1	131085	131180
1	131260	131372
1	131669	131711
1	143121	143796
1	143869	144028
1	145002	145050
1	145133	145246
1	145324	145749
1	145845	146228
1	146321	146416
1	146507	146622
1	146704	146877
1	146960	147113
1	147199	147390
1	147483	147611
1	147693	147771
1	147972	148081
1	148494	148626
1	149135	149316
1	149588	149954
1	150159	150508
1	150595	150773
1	151073	151313
1	151530	151985
1	156192	158501
1	162259	162444
1	162554	162647
1	162755	162983
1	163083	163203
1	163302	163385
1	163515	163634
1	163737	163949
1	164050	164228
1	164311	164369
1	164464	164777
1	165181	167895
1	170383	171438
1	175356	176036
1	178259	178313
1	178422	179110
1	179756	179872
1	179972	180040
1	180138	180200
1	180293	180447
1	180615	180741
1	182010	182222
1	183730	184225
1	184304	184434
1	184550	184583
1	184742	184817
1	184906	185083
1	185177	185266
1	185352	185451
1	185591	185730
1	187773	188036
1	188354	189097
1	189604	190719
1	190973	191143
1	191836	193653
1	197061	197276
1	197367	197594
1	199704	200932
1	201034	201156
1	201286	202300
1	208705	208715
1	208805	208890
1	209400	209537
1	209972	210268
1	210346	210412
1	211154	211369
1	211913	212608
1	213424	213564
1	213721	213852
1	213933	214070
1	214160	214200
1	214439	215181
